taster_name,title,variety,winery,points
,Mauro Sebaste 2009 Parigi  (Nebbiolo d'Alba),Nebbiolo,Mauro Sebaste,87
,Salvano 2009 Fosco  (Diano d'Alba),Dolcetto,Salvano,87
,Villa Rubini 2010 Pinot Grigio (Colli Orientali del Friuli),Pinot Grigio,Villa Rubini,86
,Il Follo NV Brut CuvÃ©e RosÃ© Sparkling (Veneto),Sparkling Blend,Il Follo,86
,Perlage 2011 Animae Brut Millesimato  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Perlage,86
,Col de' Salici 2011 Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Col de' Salici,86
,Serre Spumanti NV TrÃ©ser Brut Rive di Combai  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Serre Spumanti,86
,Canella NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Canella,85
,Progettidivini 2011 Brut  (Prosecco Treviso),Glera,Progettidivini,85
,Anna Spinato NV Gocce di Luna Moondrops Extra Dry  (Prosecco Treviso),Glera,Anna Spinato,85
,Piera Martellozzo 2011 Blu Giovello  (Prosecco),Glera,Piera Martellozzo,85
,Serenissima NV Extra Dry  (Prosecco),Glera,Serenissima,85
,Tenuta Oliveto 2007 Il Roccolo  (Rosso di Montalcino),Sangiovese Grosso,Tenuta Oliveto,82
Kerin Oâ€™Keefe,Cantina del Nebbiolo 2013 del Comune di Serralunga d'Alba  (Barolo),Nebbiolo,Cantina del Nebbiolo,90
Kerin Oâ€™Keefe,Cavallotto 2014 Nebbiolo (Langhe),Nebbiolo,Cavallotto,90
Kerin Oâ€™Keefe,Enrico Serafino 2011 Brut Sparkling (Alta Langa),Sparkling Blend,Enrico Serafino,90
Kerin Oâ€™Keefe,Fontanafredda 2015 Raimonda  (Barbera d'Alba),Barbera,Fontanafredda,90
Kerin Oâ€™Keefe,Gancia 2009 Brut CuvÃ©e 60 Mesi Sparkling (Alta Langa),Sparkling Blend,Gancia,90
Kerin Oâ€™Keefe,Mongioia 2015 Belb  (Moscato d'Asti),Moscato,Mongioia,90
Kerin Oâ€™Keefe,I Carpini 2010 Brezza d'Estate Timorasso (Colli Tortonesi),Timorasso,I Carpini,90
Kerin Oâ€™Keefe,Baricci 2012  Rosso di Montalcino,Sangiovese,Baricci,90
Kerin Oâ€™Keefe,VÃ¨scine 2009  Chianti Classico,Red Blend,VÃ¨scine,90
Kerin Oâ€™Keefe,Castello San Donato in Perano 2009 Riserva  (Chianti Classico),Red Blend,Castello San Donato in Perano,90
Kerin Oâ€™Keefe,Collosorbo 2012  Rosso di Montalcino,Sangiovese,Collosorbo,90
Kerin Oâ€™Keefe,Damilano 2012 Marghe Nebbiolo (Langhe),Nebbiolo,Damilano,90
Kerin Oâ€™Keefe,Corteforte 2010 Terre di San Zeno  (Amarone della Valpolicella Classico),Red Blend,Corteforte,87
Kerin Oâ€™Keefe,Villa I Cipressi 2014  Rosso di Montalcino,Sangiovese,Villa I Cipressi,87
Kerin Oâ€™Keefe,Delibori 2012  Amarone della Valpolicella Classico,Red Blend,Delibori,87
Kerin Oâ€™Keefe,Baccinetti 2014 Saporoia  (Rosso di Montalcino),Sangiovese,Baccinetti,87
Kerin Oâ€™Keefe,La Fornace 2014  Rosso di Montalcino,Sangiovese,La Fornace,87
Kerin Oâ€™Keefe,Le Vigne 2010 Fontecuoia Riserva  (Montecucco),Sangiovese,Le Vigne,87
Kerin Oâ€™Keefe,Tenuta L'Illuminata 2012 Tebavio  (Barolo),Nebbiolo,Tenuta L'Illuminata,83
,Bellavista 2004 Gran CuvÃ©e Brut Sparkling (Franciacorta),Sparkling Blend,Bellavista,90
,Bellavista NV CuvÃ©e Brut Sparkling (Franciacorta),Sparkling Blend,Bellavista,90
,Bellavista NV Gran CuvÃ©e SatÃ¨n Brut Chardonnay (Franciacorta),Chardonnay,Bellavista,90
,Berlucchi NV CuvÃ¨e Imperiale Max RosÃ© Sparkling (Franciacorta),Sparkling Blend,Berlucchi,90
,Bortolomiol 2008 Cartizze Dry  (Prosecco Superiore di Cartizze),Prosecco,Bortolomiol,90
,La Scolca 2004 Soldati Brut Sparkling (Piedmont),Sparkling Blend,La Scolca,90
,Monte Rossa 2003 Cabochon Brut Sparkling (Franciacorta),Sparkling Blend,Monte Rossa,90
,Nino Franco 2007 Rive di San Floriano Brut  (Prosecco di Valdobbiadene),Prosecco,Nino Franco,90
,Michele Chiarlo 2005 Nivole  (Moscato d'Asti),Moscato,Michele Chiarlo,82
Kerin Oâ€™Keefe,Castello Bonomi 2007 Dosage Zero Millesimato Brut Sparkling (Franciacorta),Sparkling Blend,Castello Bonomi,86
Kerin Oâ€™Keefe,Fattoria di Grignano 2011 Pietramaggio Red (Toscana),Red Blend,Fattoria di Grignano,86
Kerin Oâ€™Keefe,Villadoria 2012 Tardoc  (Barbera d'Alba),Barbera,Villadoria,86
,Mionetto NV Sergio Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Mionetto,86
,Montesel NV Riva dei Fiori Brut  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Montesel,86
,Valdo NV CuvÃ©e di Boj Brut  (Prosecco di Valdobbiadene),Prosecco,Valdo,86
,Zonin NV Olive Garden Brut  (Prosecco del Veneto),Prosecco,Zonin,86
,Andreola Orsola NV Millesimato Dry  (Prosecco di Valdobbiadene),Prosecco,Andreola Orsola,86
,CarpenÃ¨ Malvolti NV CuvÃ©e Extra Dry  (Prosecco di Conegliano),Prosecco,CarpenÃ¨ Malvolti,86
,Domenico de Bertiol NV Brut  (Prosecco di Conegliano),Prosecco,Domenico de Bertiol,86
,L'Antica Quercia 2007 AriÃ³ Extra Dry  (Prosecco di Conegliano),Prosecco,L'Antica Quercia,86
,MalibrÃ n NV Gorio Extra Dry  (Prosecco di Valdobbiadene),Prosecco,MalibrÃ n,86
,Moletto NV Extra Dry  (Prosecco del Veneto),Prosecco,Moletto,86
,Sommariva NV Brut  (Prosecco di Conegliano),Prosecco,Sommariva,86
,Toffoli NV Extra Dry  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Toffoli,86
Kerin Oâ€™Keefe,Foradori 2013 Fontanasanta Nosiola (Vigneti delle Dolomiti),Nosiola,Foradori,89
Kerin Oâ€™Keefe,Franz Gojer-GlÃ¶gglhof 2013 Glogglhof St. Magdalener Classico Schiava (Alto Adige),Schiava,Franz Gojer-GlÃ¶gglhof,89
Kerin Oâ€™Keefe,Abbazia di Novacella 2010 Praepositus Riserva Pinot Nero (Alto Adige),Pinot Nero,Abbazia di Novacella,89
Kerin Oâ€™Keefe,Attems 2012 Cicinis Sauvignon (Collio),Sauvignon,Attems,89
Kerin Oâ€™Keefe,Ca' Rugate 2013 Monte Fiorentine  (Soave Classico),Garganega,Ca' Rugate,89
Kerin Oâ€™Keefe,St. Pauls 2013 Passion Vernatsch Schiava (Alto Adige),Schiava,St. Pauls,89
Kerin Oâ€™Keefe,Stroblhof 2012 Pigeno Pinot Nero (Alto Adige),Pinot Nero,Stroblhof,89
Kerin Oâ€™Keefe,Lis Neris 2012 Gris Pinot Grigio (Friuli Isonzo),Pinot Grigio,Lis Neris,89
Kerin Oâ€™Keefe,Marangona 2011 Il Rintocco  (Lugana),Turbiana,Marangona,89
Kerin Oâ€™Keefe,Marangona 2011 Riserva  (Lugana),Turbiana,Marangona,89
Kerin Oâ€™Keefe,Marco Felluga 2012 Molamatta White (Collio),White Blend,Marco Felluga,89
Kerin Oâ€™Keefe,Mastroberardino 2009 More Maiorum  (Fiano di Avellino),Fiano,Mastroberardino,89
Kerin Oâ€™Keefe,Pratello 2014 Catulliano  (Lugana),Turbiana,Pratello,89
Kerin Oâ€™Keefe,Villa Matilde 2013 Tenute di Altavilla  (Fiano di Avellino),Fiano,Villa Matilde,89
Kerin Oâ€™Keefe,Villa Raiano 2013 Ventidue Falanghina (Beneventano),Falanghina,Villa Raiano,89
Kerin Oâ€™Keefe,Paitin 2010 Vecchie Vigne SorÃ¬ Paitin Riserva  (Barbaresco),Nebbiolo,Paitin,87
Kerin Oâ€™Keefe,Pietro Rinaldi 2012 San Cristoforo  (Barbaresco),Nebbiolo,Pietro Rinaldi,87
Kerin Oâ€™Keefe,Prinsi 2012 Gallina  (Barbaresco),Nebbiolo,Prinsi,87
Kerin Oâ€™Keefe,Cantina Santadi 2014 Villa Solais  (Vermentino di Sardegna),Vermentino,Cantina Santadi,87
Kerin Oâ€™Keefe,Battaglio 2012 Serragrilli  (Barbaresco),Nebbiolo,Battaglio,87
Kerin Oâ€™Keefe,Cascina Luisin 2012 Asili  (Barbaresco),Nebbiolo,Cascina Luisin,87
,Illuminati Dino 2010 Costalupo White (Controguerra),White Blend,Illuminati Dino,86
,La Zerba 2009  Gavi,Cortese,La Zerba,86
,Niedermayr Josef 2010 Pinot Bianco (Alto Adige),Pinot Bianco,Niedermayr Josef,86
,Peter Zemmer 2010 Pinot Grigio (Alto Adige),Pinot Grigio,Peter Zemmer,86
,Pietrafitta 2009  Vernaccia di San Gimignano,Vernaccia,Pietrafitta,86
,Di Lenardo 2009 Vigneto Vigne da Lis Maris Chardonnay (Venezia Giulia),Chardonnay,Di Lenardo,86
,Dogarina 2009 Campodipietra Pinot Grigio (Piave),Pinot Grigio,Dogarina,86
Kerin Oâ€™Keefe,Cantina di Monteforte 2011 Terre di Monteforte  (Amarone della Valpolicella),Red Blend,Cantina di Monteforte,90
Kerin Oâ€™Keefe,Elena Walch 2012 Cashmere Passito White (Alto Adige),White Blend,Elena Walch,90
Kerin Oâ€™Keefe,Bolla 2012 Creso Red (Veronese),Red Blend,Bolla,90
Kerin Oâ€™Keefe,Corte Aleardi 2007  Amarone della Valpolicella Classico,Red Blend,Corte Aleardi,90
Kerin Oâ€™Keefe,David Sterza 2011  Valpolicella Classico Superiore Ripasso,Red Blend,David Sterza,90
Kerin Oâ€™Keefe,Gamba Gnirega 2010 Campedel  (Valpolicella Ripasso Classico),Red Blend,Gamba Gnirega,90
Kerin Oâ€™Keefe,Piccoli 2008 Monte La Parte  (Amarone della Valpolicella),Red Blend,Piccoli,89
Kerin Oâ€™Keefe,Tedeschi 2007 La Fabriseria  (Amarone della Valpolicella),Red Blend,Tedeschi,89
Kerin Oâ€™Keefe,Tedeschi 2009  Amarone della Valpolicella Classico,Red Blend,Tedeschi,89
Kerin Oâ€™Keefe,Tenuta di Biserno 2012 Il Pino Red (Toscana),Red Blend,Tenuta di Biserno,91
Kerin Oâ€™Keefe,Tenuta di Ceppaiano 2010 Violetta Red (Toscana),Red Blend,Tenuta di Ceppaiano,91
Kerin Oâ€™Keefe,Fattoria di Grignano 2009 Salicaria Red (Toscana),Red Blend,Fattoria di Grignano,91
Kerin Oâ€™Keefe,Campo di Sasso 2013 Insoglio del Cinghiale Red (Toscana),Red Blend,Campo di Sasso,91
Kerin Oâ€™Keefe,Caven 2008 Inferno Al Carmine  (Valtellina Superiore),Nebbiolo,Caven,91
Kerin Oâ€™Keefe,Caven 2008 Messere  (Sforzato di Valtellina),Nebbiolo,Caven,91
,Cataldi Madonna 2004 TonÃ¬  (Montepulciano d'Abruzzo),Montepulciano,Cataldi Madonna,84
,Feudo Principi di Butera 2002 Calat Merlot (Sicilia),Merlot,Feudo Principi di Butera,84
,Librandi 2008 Le Passule Passito Mantonico (Val di Neto),Mantonico,Librandi,91
,Monte Rossa NV SatÃ¨n Brut Sparkling (Franciacorta),Sparkling Blend,Monte Rossa,91
,Bortolomiol 2010 Cartizze Dry  (Valdobbiadene Superiore di Cartizze),Glera,Bortolomiol,91
,Di Majo Norante 2009 Apianae Moscato (Molise),Moscato,Di Majo Norante,91
,Ferrari 2005 PerlÃ© Brut Sparkling (Trento),Sparkling Blend,Ferrari,91
,Tenuta Sasso Orlando 2007 Terra di Sassa Cabernet Sauvignon (Toscana),Cabernet Sauvignon,Tenuta Sasso Orlando,91
,Castello Banfi 2006 Tavernelle Cabernet Sauvignon (Toscana),Cabernet Sauvignon,Castello Banfi,91
,Collemassari 2005 Lombrone Riserva  (Montecucco),Sangiovese,Collemassari,91
,Renieri 2007 Re di Renieri Red (Toscana),Red Blend,Renieri,91
,Ocone 2009 Piedirosso (Taburno),Piedirosso,Ocone,86
,Villa Matilde 2009 Tenuta Rocca dei Leoni Falanghina (Campania),Falanghina,Villa Matilde,86
,La Casa Dell'Orco 2008 Aglianico (Irpinia),Aglianico,La Casa Dell'Orco,86
,Mustilli 2008 Piedirosso (Sannio),Piedirosso,Mustilli,86
Kerin Oâ€™Keefe,Tenuta La Ponca 2014 Malvasia (Collio),Malvasia,Tenuta La Ponca,85
Kerin Oâ€™Keefe,Italo Cescon 2014 Pinot Grigio (Friuli Grave),Pinot Grigio,Italo Cescon,85
Kerin Oâ€™Keefe,La Rajade 2014 Sauvignon (Collio),Sauvignon,La Rajade,85
Kerin Oâ€™Keefe,Lagaria 2014 Pinot Grigio (Delle Venezie),Pinot Grigio,Lagaria,85
Kerin Oâ€™Keefe,Subida di Monte 2014 Friulano (Collio),Friulano,Subida di Monte,85
Kerin Oâ€™Keefe,Tenuta Peter SÃ¶lva & SÃ¶hne 2014 I Vigneti Pinot Grigio (Vigneti delle Dolomiti),Pinot Grigio,Tenuta Peter SÃ¶lva & SÃ¶hne,85
Kerin Oâ€™Keefe,Fattoria di Grignano 2009 Grignano  (Chianti Rufina),Red Blend,Fattoria di Grignano,87
Kerin Oâ€™Keefe,Piazzano 2012 Rio Camerata  (Chianti),Red Blend,Piazzano,87
Kerin Oâ€™Keefe,Castorani 2014 Cadetto  (Montepulciano d'Abruzzo),Montepulciano,Castorani,86
Kerin Oâ€™Keefe,Cupcake 2015  Moscato d'Asti,Moscato,Cupcake,86
Kerin Oâ€™Keefe,Barone Cornacchia 2015 Casanova  (Montepulciano d'Abruzzo),Montepulciano,Barone Cornacchia,86
Kerin Oâ€™Keefe,Castello del Poggio 2015  Moscato d'Asti,Moscato,Castello del Poggio,86
Kerin Oâ€™Keefe,Terredora Di Paolo 2009 Fatica Contadina  (Taurasi),Aglianico,Terredora Di Paolo,94
Kerin Oâ€™Keefe,Benanti 2011 Serra della Contessa  (Etna),Red Blend,Benanti,94
Kerin Oâ€™Keefe,Contrade di Taurasi - Lonardo 2009 Vigne d'Alto  (Taurasi),Aglianico,Contrade di Taurasi - Lonardo,94
Kerin Oâ€™Keefe,Radikon 2004 Ribolla Gialla (Venezia Giulia),Ribolla Gialla,Radikon,94
Kerin Oâ€™Keefe,Renzo Seghesio 2009 Pajana  (Barolo),Nebbiolo,Renzo Seghesio,86
Kerin Oâ€™Keefe,Tenute Cisa Asinari dei Marchesi di Gresy 2011 Camp Gros Martinenga  (Barbaresco),Nebbiolo,Tenute Cisa Asinari dei Marchesi di Gresy,86
Kerin Oâ€™Keefe,Virna Borgogno 2010 Riserva  (Barolo),Nebbiolo,Virna Borgogno,86
Kerin Oâ€™Keefe,Vite Colte 2007 Essenze Riserva  (Barolo),Nebbiolo,Vite Colte,86
Kerin Oâ€™Keefe,Collina Serragrilli 2013 Starderi  (Barbaresco),Nebbiolo,Collina Serragrilli,86
Kerin Oâ€™Keefe,Sensi 2015 Vegante  (Chianti),Red Blend,Sensi,87
Kerin Oâ€™Keefe,Agostina Pieri 2012  Brunello di Montalcino,Sangiovese,Agostina Pieri,87
Kerin Oâ€™Keefe,Bonacchi 2012  Brunello di Montalcino,Sangiovese,Bonacchi,87
Kerin Oâ€™Keefe,Bonacchi 2012 Casalino  (Brunello di Montalcino),Sangiovese,Bonacchi,87
Kerin Oâ€™Keefe,Podere La Vigna 2012  Brunello di Montalcino,Sangiovese,Podere La Vigna,87
Kerin Oâ€™Keefe,Podere Prospero 2013  Bolgheri,Red Blend,Podere Prospero,87
Kerin Oâ€™Keefe,Poggio al Chiuso 2015  Chianti,Red Blend,Poggio al Chiuso,87
Kerin Oâ€™Keefe,Poggiotondo 2014  Chianti Superiore,Red Blend,Poggiotondo,87
Kerin Oâ€™Keefe,Poggiotondo 2015  Chianti,Red Blend,Poggiotondo,87
Kerin Oâ€™Keefe,Salcheto 2015  Rosso di Montepulciano,Red Blend,Salcheto,87
Kerin Oâ€™Keefe,Tenute del Cerro 2013  Vino Nobile di Montepulciano,Sangiovese,Tenute del Cerro,87
Kerin Oâ€™Keefe,Albino Armani 2015  Valpolicella Classico Superiore Ripasso,Red Blend,Albino Armani,88
Kerin Oâ€™Keefe,Albino Piona 2016  Bardolino,Red Blend,Albino Piona,88
Kerin Oâ€™Keefe,Tenuta Santavenere 2013  Vino Nobile di Montepulciano,Sangiovese,Tenuta Santavenere,86
Kerin Oâ€™Keefe,Uggiano 2012  Brunello di Montalcino,Sangiovese,Uggiano,86
Kerin Oâ€™Keefe,Badia di Morrona 2015 I Sodi del Paretaio  (Chianti),Red Blend,Badia di Morrona,86
Kerin Oâ€™Keefe,Le Bertille 2013  Vino Nobile di Montepulciano,Red Blend,Le Bertille,86
Kerin Oâ€™Keefe,Cavalierino 2015  Rosso di Montepulciano,Sangiovese,Cavalierino,86
Kerin Oâ€™Keefe,Fattoria Fibbiano 2014 Casalini  (Chianti Superiore),Red Blend,Fattoria Fibbiano,86
,Tommasi 2009 Poggio al Tufo  (Maremma Toscana),Cabernet Sauvignon,Tommasi,88
,Tabarrini 2007  Montefalco Rosso,Red Blend,Tabarrini,88
,Talamonti 2011 Trabocchetto Pecorino (Colline Pescaresi),Pecorino,Talamonti,88
,Illuminati Dino 2011 Pecorino (Controguerra),Pecorino,Illuminati Dino,88
,Fattoria Le Pupille 2011 RosaMati RosÃ© (Maremma),RosÃ©,Fattoria Le Pupille,88
,Fattoria Selvanova 2004 Selvanova Aglianico (Terre del Volturno),Aglianico,Fattoria Selvanova,89
,Guerrieri Rizzardi 2003 Calcarole  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Guerrieri Rizzardi,89
,Cantina di Soave 2003 Rocca Sveva  (Amarone della Valpolicella),"Corvina, Rondinella, Molinara",Cantina di Soave,89
,Marchesi Fumanelli 2003  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Marchesi Fumanelli,89
,Degani 2004  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Degani,89
,Duca di Salaparuta 2005 Vajasindi LÃ vico Nerello Mascalese (Sicilia),Nerello Mascalese,Duca di Salaparuta,89
Kerin Oâ€™Keefe,Poggiobello 2013 Pinot Grigio (Colli Orientali del Friuli),Pinot Grigio,Poggiobello,87
Kerin Oâ€™Keefe,Poggiobello 2013 Ribolla Gialla (Colli Orientali del Friuli),Ribolla Gialla,Poggiobello,87
Kerin Oâ€™Keefe,Cantina Valle Isarco 2012 Aristos Kerner (Alto Adige Valle Isarco),Kerner,Cantina Valle Isarco,87
Kerin Oâ€™Keefe,Tenuta Sarno 1860 2012  Fiano di Avellino,Fiano,Tenuta Sarno 1860,90
Kerin Oâ€™Keefe,Vesevo 2012  Greco di Tufo,Greco,Vesevo,89
Kerin Oâ€™Keefe,I Favati 2011 Terrantica  (Greco di Tufo),Greco,I Favati,89
Kerin Oâ€™Keefe,Feudi di San Gregorio 2013 Cutizzi  (Greco di Tufo),Greco,Feudi di San Gregorio,91
Kerin Oâ€™Keefe,San Martino 2011 Arberesko  (Aglianico del Vulture),Aglianico,San Martino,91
Kerin Oâ€™Keefe,Paradisone 2010  Brunello di Montalcino,Sangiovese,Paradisone,88
Kerin Oâ€™Keefe,Pietroso 2010  Brunello di Montalcino,Sangiovese,Pietroso,88
Kerin Oâ€™Keefe,Podere Scopetone 2010  Brunello di Montalcino,Sangiovese,Podere Scopetone,88
Kerin Oâ€™Keefe,Tenuta di Vaira 2012 Caccia al Palazzo  (Bolgheri),Red Blend,Tenuta di Vaira,88
Kerin Oâ€™Keefe,Terralsole 2010 Vigna Pian Bossolino  (Brunello di Montalcino),Sangiovese,Terralsole,88
Kerin Oâ€™Keefe,Marchesato degli Aleramici 2010  Brunello di Montalcino,Sangiovese,Marchesato degli Aleramici,88
Kerin Oâ€™Keefe,Marchesi Antinori 2009 Vignaferrovia Riserva  (Brunello di Montalcino),Sangiovese,Marchesi Antinori,88
Kerin Oâ€™Keefe,Palazzo 2009 Riserva  (Brunello di Montalcino),Sangiovese,Palazzo,88
Kerin Oâ€™Keefe,Poggio Antico 2010 Altero  (Brunello di Montalcino),Sangiovese,Poggio Antico,88
Kerin Oâ€™Keefe,Gump Markus Prackwieser 2014 Praesulis Sauvignon (Alto Adige),Sauvignon,Gump Markus Prackwieser,91
Kerin Oâ€™Keefe,Cantina Santadi 2012 Shardana  (Valli di Porto Pino),Red Blend,Cantina Santadi,89
Kerin Oâ€™Keefe,Baglio di Pianetto 2010 Cembali Nero d'Avola (Sicilia),Nero d'Avola,Baglio di Pianetto,89
Kerin Oâ€™Keefe,Benanti 2012 Pietramarina Bianco Superiore  (Etna),Carricante,Benanti,89
Kerin Oâ€™Keefe,Cottanera 2012  Etna,Nerello Mascalese,Cottanera,89
Kerin Oâ€™Keefe,Feudo Disisa 2015 Grillo (Sicilia),Grillo,Feudo Disisa,89
Kerin Oâ€™Keefe,Firriato 2012 Santagostino Baglio SorÃ¬a Red (Terre Siciliane),Red Blend,Firriato,89
Kerin Oâ€™Keefe,Antichi Vinai 1877 2013 Petralava Bianco  (Etna),White Blend,Antichi Vinai 1877,88
Kerin Oâ€™Keefe,Cusumano 2013 Alta Mora Rosso  (Etna),Red Blend,Cusumano,88
Kerin Oâ€™Keefe,Al-CantÃ ra 2013 Amuri di Fimmina e Amuri di Matri Red (Etna),Red Blend,Al-CantÃ ra,88
Kerin Oâ€™Keefe,Antichi Vinai 1877 2011 Petralava Rosso  (Etna),Red Blend,Antichi Vinai 1877,88
Kerin Oâ€™Keefe,Baglio di Pianetto 2011 Ramione Red (Sicilia),Red Blend,Baglio di Pianetto,88
Kerin Oâ€™Keefe,Ceuso 2010 Red (Sicilia),Red Blend,Ceuso,88
,Villa Matilde 2006 Eleusi Passito 375ml Falanghina (Roccamonfina),Falanghina,Villa Matilde,94
Kerin Oâ€™Keefe,Vinopera Bervini 2016 1955 Extra Dry  (Prosecco),Glera,Vinopera Bervini,85
Kerin Oâ€™Keefe,Canella NV Brut  (Prosecco),Glera,Canella,85
Kerin Oâ€™Keefe,Lamberti NV Extra Dry  (Prosecco),Glera,Lamberti,85
Kerin Oâ€™Keefe,Le Vigne di Alice NV Fondo Glera,Glera,Le Vigne di Alice,85
Kerin Oâ€™Keefe,Lovo 2016  Prosecco,Glera,Lovo,85
Kerin Oâ€™Keefe,Montelvini NV Brut  (Prosecco Treviso),Glera,Montelvini,85
Kerin Oâ€™Keefe,Tenuta Polvaro NV Extra Dry  (Prosecco),Glera,Tenuta Polvaro,85
Kerin Oâ€™Keefe,The Vinum NV Le Bollicine  (Prosecco Treviso),Glera,The Vinum,85
Kerin Oâ€™Keefe,Casa Girelli NV Canaletto Brut  (Prosecco),Glera,Casa Girelli,85
Kerin Oâ€™Keefe,Canella 2016 Extra Dry  (Valdobbiadene Prosecco Superiore),Glera,Canella,85
Kerin Oâ€™Keefe,Fratelli Alessandria 2013 PriÃ²ra  (Barbera d'Alba Superiore),Barbera,Fratelli Alessandria,90
Kerin Oâ€™Keefe,Michele Satta 2012 Rosso  (Bolgheri),Red Blend,Michele Satta,90
Kerin Oâ€™Keefe,Monti 2011 del Comune di Monforte  (Barolo),Nebbiolo,Monti,90
Kerin Oâ€™Keefe,Paolo Scavino 2013 Affinato in Carati  (Barbera d'Alba),Barbera,Paolo Scavino,90
Kerin Oâ€™Keefe,L'Armangia 2013 Sopra Berruti  (Barbera d'Asti),Barbera,L'Armangia,89
Kerin Oâ€™Keefe,Frank & Serafico 2012  Morellino di Scansano,Red Blend,Frank & Serafico,87
Kerin Oâ€™Keefe,Godiolo 2006 Riserva  (Vino Nobile di Montepulciano),Red Blend,Godiolo,87
Kerin Oâ€™Keefe,Tenuta Argentiera 2010 Giorgio BartholomÃ¤us Merlot (Toscana),Merlot,Tenuta Argentiera,87
Kerin Oâ€™Keefe,Batzella 2012 MezzodÃ¬ White (Toscana),White Blend,Batzella,87
Kerin Oâ€™Keefe,Abbazia Monte Oliveto 2013  Vernaccia di San Gimignano,Vernaccia,Abbazia Monte Oliveto,87
Kerin Oâ€™Keefe,La Lastra 2012 Riserva  (Vernaccia di San Gimignano),Vernaccia,La Lastra,87
Kerin Oâ€™Keefe,La Mozza 2013 I Perazzi  (Morellino di Scansano),Red Blend,La Mozza,87
Kerin Oâ€™Keefe,Lanciola 2011 Le Masse di Greve Gran Selezione  (Chianti Classico),Sangiovese,Lanciola,87
Kerin Oâ€™Keefe,Marchesi de' Frescobaldi 2013 White (Pomino),White Blend,Marchesi de' Frescobaldi,87
Kerin Oâ€™Keefe,Perazzeta 2009 Rita Riserva  (Montecucco),Sangiovese,Perazzeta,87
,Bellavista 2003 Gran CuvÃ©e Pas OperÃ© Extra Brut Sparkling (Franciacorta),Sparkling Blend,Bellavista,92
,Rotari 2003 Flavio Riserva Brut Talento Chardonnay (Trento),Chardonnay,Rotari,91
,Bellavista 2002 Vittorio Moretti Extra Brut Sparkling (Franciacorta),Sparkling Blend,Bellavista,91
,Ferrari 2004 Brut PerlÃ© Chardonnay (Trento),Chardonnay,Ferrari,91
,La Valle 2004 SatÃ¨n Millesimato Brut Chardonnay (Franciacorta),Chardonnay,La Valle,91
,Methius 2004 Brut Riserva Sparkling (Trento),Sparkling Blend,Methius,91
,Bellavista 2004 Gran CuvÃ©e Brut Sparkling (Franciacorta),Sparkling Blend,Bellavista,91
Kerin Oâ€™Keefe,Bortolin Angelo 2014 Desiderio Dry  (Valdobbiadene Prosecco Superiore),Glera,Bortolin Angelo,88
Kerin Oâ€™Keefe,Canevel 2014 Extra Dry  (Valdobbiadene Prosecco Superiore),Glera,Canevel,88
Kerin Oâ€™Keefe,Prima CuvÃ©e NV Extra Dry  (Valdobbiadene Prosecco Superiore),Glera,Prima CuvÃ©e,87
Kerin Oâ€™Keefe,CÃ  di Rajo 2014 Extra Dry  (Valdobbiadene Prosecco Superiore),Glera,CÃ  di Rajo,87
Kerin Oâ€™Keefe,Zardetto 2014 Dry Millesimato  (Valdobbiadene Superiore di Cartizze),Glera,Zardetto,87
